     25.88       9.70
      2.12      21.13
     21.54       3.72
     24.33       7.84
      9.28      14.65
     19.25      21.15
      6.52      23.59
      3.14       8.56
     22.03      13.62
     17.07      21.85
     19.27       5.90
      4.83      15.48
     11.67      22.12
     14.02      19.96
     24.26      11.58
      5.56      19.35
     27.67       1.84
     20.64       9.37
     10.97       9.86
     10.08      24.25
      1.39       2.72
     19.59       1.55
      5.95       3.49
     10.69      16.36
     27.16      15.29
      8.57      18.99
     19.64      12.57
      6.06      12.59
     10.93       4.21
      5.10      25.43
     26.38      20.78
      9.10       3.20
     23.34      25.68
     12.22      18.54
     12.07      28.87
     21.11      24.81
     14.35      26.87
     16.58      16.47
     13.62      16.90
      8.88       8.75
     14.78      11.55
     25.73       1.19
     25.10      14.33
     13.04      25.22
     25.25      18.57
      5.99       1.49
     25.02      24.09
     25.70      27.82
     22.97      15.50
     20.59      27.66
