     26.11      11.58
      7.27      12.48
     20.75       5.95
     27.15       8.47
     16.34       6.15
     14.96      21.92
     15.93      15.33
     14.71      11.68
     20.25      27.14
     10.66      15.03
     28.73      16.93
      2.53      10.93
     14.61      19.55
     14.43      24.40
     27.97      20.31
      1.34      25.82
     23.23       2.05
     13.75       1.46
     13.91      14.00
     14.00      16.50
      7.10       5.83
     11.43       9.00
      8.97       7.05
      4.02      13.90
     23.05      19.66
      4.65       6.08
     20.43       9.12
     10.08      11.57
      8.79       4.64
      7.71       8.79
     12.29      23.34
      2.50       4.93
      6.64      18.71
     12.58      19.95
      9.31      19.69
     18.91      21.38
      7.09      23.37
     28.38       2.54
     26.06      17.76
     20.46      11.90
     20.47      16.49
     18.61       7.93
     23.28      11.36
      3.22      16.31
     24.31      23.60
      8.06       1.00
     16.97      28.98
     10.27      25.04
     18.70      19.08
      7.76      25.33
