     28.77      12.43
      4.19      16.58
     19.36       6.94
     28.58       4.54
     13.26       9.60
     24.85      28.64
     18.83      14.80
      9.06       5.95
     28.21      26.74
      5.50      14.52
     18.62      11.45
      6.76      11.72
     16.52      13.59
     16.25      28.12
     26.95      14.18
      2.01      17.18
     25.85       4.25
     15.94       1.36
     11.78      11.35
      6.02      17.57
      2.69       8.17
     13.93       1.20
      6.89       5.03
      2.98      13.26
     25.40      23.03
      2.99      10.32
     28.80       7.79
     12.85       3.13
     11.71       1.40
      8.85      17.69
     19.24      21.83
      4.34       2.33
     11.21      25.30
     13.22      22.77
     11.96      27.76
     17.66      16.68
     11.55      19.52
     20.94       9.47
     21.90      11.22
     14.10       4.96
     16.49       7.52
     19.20       3.86
     24.91      10.33
      4.02      22.14
     23.47      24.34
      8.48       2.40
     19.28      28.77
     16.79      23.60
     22.46      18.87
      8.14      23.28
