     26.10       9.74
      2.29      21.12
     21.64       3.62
     24.68       7.88
      9.01      14.72
     19.25      21.44
      6.57      23.63
      2.94       8.68
     22.00      13.52
     17.09      22.11
     19.35       5.85
      4.74      15.23
     11.67      22.01
     13.99      19.74
     24.37      11.47
      5.51      19.07
     27.49       1.92
     20.67       9.28
     10.79       9.84
      9.99      24.43
      1.30       2.56
     19.72       1.60
      5.89       3.46
     10.74      16.76
     27.21      15.28
      8.43      18.99
     19.84      12.51
      6.19      12.46
     11.06       4.24
      5.19      25.07
     26.45      20.98
      9.17       3.27
     23.11      25.95
     12.34      18.55
     12.23      28.77
     20.71      24.80
     14.29      26.96
     16.54      16.22
     13.71      16.77
      8.94       8.36
     15.14      11.52
     25.67       1.03
     24.96      14.27
     12.97      25.06
     25.36      18.64
      5.99       1.26
     25.09      24.36
     25.41      27.90
     22.98      15.38
     20.40      27.72
