     -4.37      -0.66
      1.20      -1.87
      1.69       1.06
     -7.40      -2.39
      1.26       2.44
     -2.08      -1.05
     -4.19      -0.23
     -3.64       1.16
      0.63      -1.93
      2.82       0.26
     -0.38      -1.76
      3.09       0.57
     -0.02      -5.28
      1.51      -1.64
     -0.07      -2.20
      5.64      -3.32
      1.43      -2.08
      5.25      -0.72
     -5.05       2.64
     -1.40       0.88
