     28.63      11.50
      1.44      20.70
     24.41       4.23
     26.53       2.65
     10.08      13.01
     24.05      19.97
     14.36      14.09
      3.00       4.65
     19.46      15.70
      8.85      19.20
     19.46       9.61
      7.15      11.47
     15.67      11.26
     25.56      21.85
     22.66       9.45
      5.11      16.23
     27.08       6.45
     21.43       4.05
     12.11      12.77
      7.78      24.82
      5.02       6.61
     17.54       3.32
      4.27      10.49
      6.26      17.89
     28.83      17.16
      3.02      13.33
     23.52       7.08
      8.51       5.22
     14.03       3.90
      5.96      27.92
     23.11      23.98
      3.18       1.00
     18.20      28.86
     16.95      21.73
      9.58      27.32
     19.24      19.86
     10.10      21.35
     12.56       8.71
     17.79      11.21
     13.30       6.40
     14.99       8.80
     23.08       2.26
     27.71      13.30
      6.05      23.22
     28.54      22.56
      7.76       1.14
     23.32      27.26
     20.32      24.87
     21.25      17.53
     13.49      24.20
