     28.32      10.46
      4.49      19.83
     19.80       6.37
     28.03       1.90
     11.82       9.77
     25.71      20.81
     19.72      13.81
      5.94       1.52
     24.17      22.10
      9.18      15.22
     19.11       9.16
      7.02       9.41
     13.67      11.99
     20.94      26.04
     21.70      13.53
      2.99      14.76
     27.26       4.23
     17.17       3.57
      9.99      13.34
      7.18      20.56
      5.85       5.55
     15.26       1.65
      1.75       6.50
      4.23      17.48
     28.96      17.89
      6.51      12.91
     26.70       7.14
      9.81       4.58
     12.21       1.95
      7.81      22.83
     19.91      21.39
      1.53       3.89
     16.15      28.89
     14.60      22.88
     10.49      28.02
     17.85      19.87
     12.25      19.85
     13.17       8.14
     21.10      10.58
     13.70       4.52
     16.84       7.26
     22.83       4.39
     25.83      14.09
      4.69      27.45
     23.55      27.74
      7.52       3.32
     20.63      28.06
     18.24      25.63
     24.56      15.75
     10.90      23.75
