     28.67      10.19
      4.58      18.43
     18.97       6.47
     27.53       2.61
     12.45       8.59
     28.24      23.48
     19.38      14.21
      7.00       3.03
     26.09      25.21
      9.65      16.22
     18.85      10.18
      8.22       8.47
     12.90      12.26
     18.83      26.92
     23.80      14.46
      2.07      15.62
     26.17       4.31
     15.87       3.09
     10.89      12.18
      6.42      19.35
      5.50       7.32
     14.00       1.11
      3.68       5.27
      3.89      16.49
     27.06      18.92
      6.70      10.74
     27.32       7.70
      9.23       6.75
     11.76       2.46
      8.16      21.08
     19.43      21.77
      3.52       3.26
     14.64      27.89
     15.08      24.31
     11.51      28.79
     16.31      18.87
     11.91      18.02
     15.81       8.60
     21.96       8.47
     13.86       4.27
     15.72       5.84
     22.74       6.08
     26.07      12.75
      4.46      27.69
     22.92      28.24
      9.23       2.50
     20.20      28.67
     17.45      24.77
     24.27      16.82
      9.96      23.59
