     22.78       9.07
      2.20      21.22
     20.16       5.02
     19.89       7.48
      9.74      15.78
     19.27      17.18
      6.22      25.33
      4.18       6.99
     21.16      14.25
     18.11      21.42
     17.68       6.40
      6.13      18.94
     11.97      22.00
     15.32      22.81
     23.44      12.46
      5.94      21.12
     27.23       1.00
     20.20      10.53
     12.18       8.28
      9.10      23.94
      2.70       4.89
     17.77       1.05
      7.61       5.86
     13.68      15.35
     28.66      16.08
      8.06      19.46
     16.89      13.38
      4.32      14.28
     10.62       4.60
      3.93      27.70
     28.51      18.51
      8.08       1.86
     28.65      24.47
     11.26      19.27
      9.79      27.67
     22.93      24.06
     17.70      28.97
     16.97      16.22
     14.32      17.65
      6.53       9.21
     12.97      13.04
     25.93       3.98
     24.98      14.05
     11.41      24.29
     23.83      17.50
      4.48       1.36
     24.14      20.57
     28.27      26.77
     21.41      16.30
     23.22      26.83
