     28.01       9.61
      4.50      20.31
     23.51       4.46
     27.51       3.34
      7.55      14.68
     22.48      21.83
      9.57      16.26
      1.17       7.24
     21.88      13.34
     11.32      21.87
     19.41       7.42
      6.58      11.43
     13.40      14.33
     23.99      19.71
     23.26       9.62
      4.85      15.53
     28.02       7.31
     21.32       6.61
      9.71       8.73
      7.45      28.09
      3.62       4.28
     18.07       2.66
      4.66       9.47
      7.51      16.77
     28.38      17.14
      3.65      18.51
     23.65       6.90
      7.62       9.19
     16.60       5.82
      3.32      26.52
     27.64      25.12
      6.52       3.49
     18.84      28.18
     15.46      20.67
     10.63      28.07
     18.28      22.77
     12.20      24.50
     13.48      11.12
     16.39      12.86
     11.94       5.82
     17.51       8.20
     25.25       2.09
     27.49      13.26
      6.65      21.67
     28.73      20.85
      7.15       1.05
     25.69      27.22
     21.30      26.67
     21.31      17.02
     15.10      24.47
