     28.33      10.90
      4.46      20.45
     20.16       6.33
     28.53       2.43
     11.55      10.29
     24.85      19.42
     18.81      13.78
      5.47       1.15
     23.07      20.94
      8.34      15.26
     19.29       8.86
      6.84       9.90
     14.01      11.88
     21.83      25.43
     21.98      13.34
      3.40      14.37
     27.46       4.89
     17.83       3.72
     10.99      13.38
      7.52      21.10
      5.24       5.00
     16.03       2.14
      1.10       7.04
      4.38      17.92
     28.09      17.43
      5.32      13.83
     26.26       6.56
     10.06       3.62
     11.89       1.49
      7.66      23.60
     20.27      21.31
      2.87       4.18
     16.82      28.36
     14.40      22.25
     10.04      27.69
     18.38      20.22
     12.68      20.93
     12.00       7.94
     20.80      11.06
     13.70       4.96
     17.12       7.81
     22.87       3.65
     26.23      14.03
      4.80      26.19
     24.20      26.85
      7.27       3.13
     20.49      27.55
     18.59      26.01
     24.24      16.06
     11.31      23.82
