     27.98       9.78
      4.91      20.65
     23.46       4.34
     27.06       3.79
      7.39      14.55
     22.17      22.05
      9.54      16.71
      1.04       7.54
     22.12      12.99
     11.64      22.15
     19.17       7.09
      6.48      11.66
     13.22      14.86
     23.43      19.70
     23.47       9.84
      4.25      15.61
     28.29       7.03
     21.60       6.82
      9.46       8.21
      7.59      28.39
      3.46       4.02
     18.26       2.47
      4.37       9.13
      7.51      16.55
     28.61      16.82
      3.92      18.54
     23.60       6.95
      7.52       9.63
     16.79       6.10
      2.85      26.19
     28.15      25.25
      6.90       3.77
     18.92      28.08
     15.30      20.55
     10.75      28.15
     18.10      23.22
     12.50      24.97
     13.73      11.27
     16.24      13.08
     11.75       5.80
     17.45       8.23
     25.51       2.52
     27.46      13.25
      7.02      21.66
     28.54      20.73
      7.08       1.07
     25.95      27.21
     21.41      26.87
     21.41      16.92
     15.28      24.50
