     25.93      11.57
      7.55      12.22
     20.87       6.23
     27.27       8.29
     16.70       7.08
     15.02      22.14
     16.17      14.93
     14.21      11.94
     20.88      27.48
     10.82      14.96
     28.16      16.54
      2.70      10.99
     14.85      19.92
     14.65      24.11
     27.94      19.94
      1.62      25.21
     24.18       2.12
     14.03       1.16
     13.38      14.33
     13.40      16.40
      6.57       5.45
     11.83       8.96
      8.75       6.82
      3.62      13.75
     22.98      19.66
      4.72       6.23
     20.42       8.71
      9.83      11.16
      8.93       4.81
      7.77       9.60
     12.07      23.21
      2.41       4.29
      7.08      19.43
     12.61      19.58
      9.24      20.16
     18.85      21.14
      6.67      23.03
     28.19       2.70
     25.60      17.73
     20.06      11.41
     20.34      16.32
     18.56       7.83
     23.15      11.40
      3.36      16.36
     24.02      23.16
      7.83       1.41
     17.10      28.99
     10.42      24.46
     19.25      18.35
      8.40      24.85
