     28.84      11.62
      2.04      20.76
     24.21       4.28
     26.39       2.94
     10.25      12.71
     24.01      19.70
     15.61      14.19
      3.28       4.25
     18.94      15.58
      8.67      18.68
     19.95       9.20
      6.77      11.55
     15.59      11.33
     25.21      22.29
     22.50      10.07
      4.57      15.80
     27.47       6.28
     21.00       4.06
     12.63      12.93
      8.00      24.25
      5.23       6.96
     17.59       3.30
      4.13      10.58
      5.90      18.17
     28.39      16.84
      3.74      12.55
     23.34       7.10
      8.65       4.61
     13.68       3.48
      6.19      27.31
     22.42      23.81
      2.67       1.38
     18.10      28.72
     17.18      21.89
      9.42      27.20
     18.96      20.15
     10.16      21.46
     12.03       8.25
     17.85      11.69
     13.38       6.66
     15.04       8.50
     23.06       1.82
     27.64      13.51
      5.96      23.45
     27.97      23.01
      7.85       1.17
     22.96      27.26
     20.17      24.60
     21.82      17.37
     13.24      24.15
