     28.32      10.46
      2.44      20.52
     23.72       4.67
     28.42       1.25
      8.78      14.11
     23.92      20.83
     11.45      14.76
      2.13       5.88
     20.72      14.96
      9.80      20.56
     20.27       8.75
      8.31      11.20
     14.25      11.88
     26.12      20.22
     22.61       8.60
      5.53      15.74
     26.60       6.99
     21.74       5.06
     10.31      11.13
      7.09      26.60
      4.35       5.50
     17.37       3.37
      4.73      10.19
      7.38      17.79
     27.81      18.13
      1.20      15.79
     23.89       6.97
      8.09       7.10
     15.54       4.63
      5.24      28.16
     25.27      24.52
      4.77       2.19
     18.50      28.68
     16.24      21.23
     10.08      27.67
     19.12      20.68
     10.80      22.33
     12.86      10.38
     17.06      11.88
     12.79       5.94
     15.99       8.82
     24.04       1.90
     27.60      13.28
      6.34      22.48
     28.43      21.41
      7.47       1.05
     24.45      27.24
     20.78      25.73
     20.84      17.47
     14.25      24.33
