     28.73      12.34
      4.21      16.65
     19.29       6.92
     28.53       4.46
     13.24       9.43
     25.06      28.43
     18.74      14.95
      8.98       5.83
     28.36      26.99
      5.73      14.40
     18.50      11.49
      6.83      11.80
     16.51      13.43
     16.27      28.02
     26.82      14.19
      1.92      17.12
     25.84       4.34
     15.91       1.26
     11.67      11.35
      6.03      17.65
      2.80       8.13
     13.84       1.12
      6.93       4.78
      3.02      13.40
     25.42      22.82
      3.14      10.34
     28.67       7.72
     12.84       2.96
     11.69       1.31
      8.82      17.83
     19.20      21.88
      4.47       2.32
     11.37      25.41
     13.33      22.96
     11.98      27.88
     17.62      16.61
     11.66      19.45
     20.73       9.43
     21.91      11.09
     14.10       5.02
     16.30       7.28
     19.42       3.95
     25.02      10.42
      4.04      22.37
     23.45      24.50
      8.37       2.47
     19.31      28.76
     16.86      23.60
     22.58      18.83
      8.22      23.29
