     28.33      10.99
      4.45      20.58
     20.24       6.32
     28.67       2.45
     11.49      10.39
     24.67      19.12
     18.62      13.78
      5.37       1.29
     22.84      20.70
      8.16      15.28
     19.50       8.90
      6.80      10.00
     14.08      11.85
     22.01      25.31
     22.11      13.49
      3.10      14.40
     27.56       4.99
     17.97       3.76
     11.20      13.38
      7.59      21.21
      5.00       5.01
     16.19       2.25
      1.28       7.15
      4.41      18.01
     27.91      17.34
      5.45      13.92
     26.08       6.56
     10.11       3.42
     11.83       1.39
      7.62      23.76
     20.44      21.36
      3.15       4.23
     16.96      28.24
     14.47      22.20
      9.94      27.62
     18.39      20.24
     12.64      21.07
     11.75       7.90
     20.67      10.97
     13.70       5.05
     17.01       7.82
     22.88       3.50
     26.32      14.01
      4.82      25.92
     24.33      26.66
      7.32       2.97
     20.47      27.45
     18.66      26.09
     24.16      16.14
     11.40      23.84
