     27.95       9.93
      4.84      20.73
     23.41       4.24
     27.03       4.48
      7.25      14.37
     21.89      22.24
      9.58      17.11
      1.22       7.79
     22.35      12.68
     11.92      22.39
     18.90       6.82
      6.39      11.87
     13.06      15.33
     22.93      19.69
     23.66      10.04
      3.71      15.68
     28.52       6.78
     21.56       6.95
      9.24       7.75
      7.71      28.65
      3.32       3.79
     18.42       2.31
      4.12       8.83
      7.45      16.42
     28.81      16.55
      4.16      18.58
     23.95       7.02
      7.43      10.03
     16.96       6.32
      2.43      25.90
     28.61      25.36
      7.23       4.02
     18.98      27.98
     15.15      20.44
     10.86      28.23
     17.94      23.61
     12.77      25.39
     13.95      11.41
     16.12      13.26
     11.59       5.78
     17.37       8.31
     25.37       2.60
     27.44      13.25
      7.77      21.88
     28.38      20.62
      7.02       1.09
     26.19      27.21
     21.51      27.05
     21.50      16.84
     15.44      24.53
