     24.28       9.38
      1.07      21.18
     20.83       4.39
     21.83       7.55
      9.85      13.12
     19.26      19.11
      6.21      23.36
      4.55       7.75
     21.93      13.64
     17.00      20.24
     18.67       6.26
      5.50      17.26
     12.30      22.15
     14.49      21.48
     23.48      12.33
      5.92      21.39
     28.73       1.41
     20.41       9.97
     11.95       9.63
      9.79      23.87
      2.07       3.84
     18.65       1.24
      6.37       5.18
     12.23      15.87
     27.78      15.85
      9.17      19.08
     18.22      12.99
      5.17      13.46
     10.77       4.41
      4.50      27.94
     26.19      19.64
      7.89       2.28
     25.93      24.89
     11.52      18.66
     10.89      28.38
     22.28      24.47
     16.07      27.98
     16.88      17.99
     13.27      17.59
      7.95      10.24
     12.52      12.21
     25.83       2.62
     25.16      14.24
     12.23      24.56
     24.49      18.04
      5.90       1.65
     25.09      21.37
     27.78      27.28
     22.91      16.66
     21.94      27.23
