     25.93      11.57
      7.55      12.22
     20.86       6.22
     27.26       8.29
     16.70       7.07
     15.02      22.13
     16.16      14.93
     14.21      11.94
     20.88      27.47
     10.82      14.96
     28.17      16.54
      2.70      10.99
     14.85      19.91
     14.64      24.12
     27.94      19.95
      1.61      25.22
     24.17       2.12
     14.02       1.16
     13.39      14.33
     13.41      16.41
      6.57       5.46
     11.83       8.96
      8.75       6.82
      3.62      13.75
     22.98      19.66
      4.72       6.23
     20.42       8.72
      9.82      11.17
      8.93       4.81
      7.77       9.59
     12.07      23.22
      2.41       4.30
      7.08      19.42
     12.61      19.59
      9.24      20.15
     18.85      21.15
      6.68      23.03
     28.19       2.70
     25.60      17.73
     20.07      11.41
     20.34      16.33
     18.56       7.83
     23.15      11.40
      3.36      16.36
     24.02      23.17
      7.84       1.40
     17.10      28.99
     10.41      24.47
     19.25      18.36
      8.41      24.86
