     28.53      11.89
      4.29      17.04
     18.93       6.77
     28.31       4.04
     13.15       8.53
     26.12      27.31
     18.88      14.78
      8.53       5.20
     28.84      28.30
      6.80      14.21
     18.11      11.55
      7.35      11.80
     16.16      12.82
     16.42      27.47
     26.14      14.25
      1.47      16.78
     25.83       4.81
     15.84       1.26
     11.11      11.38
      6.11      18.03
      3.41       7.95
     13.81       1.01
      6.51       4.43
      3.22      14.12
     25.56      21.71
      3.94      10.43
     28.02       7.34
     12.39       3.36
     11.41       1.42
      8.67      18.56
     18.96      22.12
      5.15       2.25
     12.19      26.01
     13.89      23.94
     12.13      28.51
     16.81      17.16
     12.24      19.08
     19.62       9.25
     21.96      10.39
     13.64       4.92
     15.78       6.44
     20.57       4.44
     25.59      10.91
      4.13      23.57
     23.33      25.34
      8.40       1.95
     19.51      28.74
     17.21      23.60
     23.19      18.61
      8.61      23.36
