     28.59      12.02
      4.27      16.92
     19.04       6.81
     28.37       4.17
     13.18       8.80
     25.80      27.64
     18.84      14.83
      8.66       5.39
     28.92      27.91
      6.55      14.04
     18.04      11.67
      7.13      12.03
     16.44      12.86
     16.37      27.63
     26.34      14.23
      1.60      16.88
     25.83       4.67
     15.86       1.10
     11.28      11.38
      6.09      17.91
      3.23       8.00
     13.77       1.01
      6.75       4.36
      3.16      13.90
     25.52      22.04
      3.70      10.40
     28.21       7.45
     12.57       3.15
     11.50       1.20
      8.71      18.35
     19.03      22.05
      4.95       2.27
     11.94      25.83
     13.72      23.65
     12.09      28.32
     17.05      17.00
     12.07      19.19
     19.95       9.30
     21.95      10.60
     14.04       5.16
     15.68       6.47
     20.23       4.30
     25.42      10.77
      4.10      23.21
     23.37      25.09
      8.27       2.28
     19.45      28.75
     17.11      23.60
     23.01      18.67
      8.49      23.34
